text,label
i always said man fuck it jus be who you are do n t worry about wat people say,1
rt    not to be that guy but superlane   karolsen are the superior kara ships  sleeping_face   sleeping_face,0
what is   happeninf,0
u lucky u do n t hurt 4 nothin   u know where u goin   u must be special   u got everyting u need   not wantin 4 nothin,1
happy birthday buddy   let  s party and not get minors now  face_with_tears_of_joy,1
definitely go for a milkshake because you can make it last longer,1
dumber than trump       httpurl,0
1   zayin a dick   in hebrew       slang,0
a sine curve goes off into infinity or at least to the end of the blackboard,0
rt    willie nelson once smoked weed on the roof of the white house,1
big cities are the same shit,1
it  s not in the malaysian store page  pensive_face  i need someone overseas to do it for me   or singapore,0
people are actually asking me how i have fair skin   gais,0
god yes adelaide in australia is always so good to me i was eatin so good this time last year i rmr this,0
rt    calum  s reaction when dog   kissed   him httpurl,1
rt    but that  s not why i cut,1
list of people from depts       httpurl,0
rt    a man with a gun tried to rob a sex toy shop and the employees threw dildos at him and there s video merry christmas httpurl,0
ahhhh if only it were that simple,1
does hydrocodo   apap make anyone nervous   httpurl,1
rt    this makes me sad omg httpurl,0
praying for better days yong backtomanila,0
why should caesar get to stomp around like a giant   while the rest of us try not to get smushed under his big feet,1
when starting on a fitness and healthy living journey you have to not only train your body   but your     httpurl,1
it  s really a shame that two people   famous   high profile is winding up in tough losing situation for trump     httpurl,0
nope   still checking   malam karang nak go through a few more designs   i  ll buy it on 1 1,0
i     do n t even like assassins creed     how the hell did i own all these httpurl,0
aleph tried 20 backflips       oh   you pulled it off perfectly   hot damn,0
rt         time to pass a  bill httpurl via,1
rt    harsher penalties sought for selling candy coated rx narcotics to minors   from ncadd   httpurl httpurl,1
sorry   i would n t have said it if i did n t have the tv on and his press conference suddenly came on and ruined my morning    confused_face,0
rt     aus on ice,0
american horror story,0
i will pray for your safety and success   be careful,0
rt    doctor   you only have 0 04 minutes to live me   httpurl,0
not me   that  s for sure   haha,0
az is the family name   because everyone in my family has names starting with the suffix az   azazel   azeroth   iggy azalea,0
trump  s press secretary begs the american people to stop mockin trump via  httpurl   mocking     were describing,0
morning motivation  red_heart  httpurl,1
yong ourfourthluckysun httpurl,0
my partner and i must defeat yhvh,0
rt    i need some positive vibes sent my way,0
aleph was thrown outside the center,0
so close  loudly_crying_face   loudly_crying_face   loudly_crying_face,0
no party tonight sorry guys,1
i have this bad habit of smelling my food before i eat them   even in front of other people   lol,0
yes   perfect timing   while you  re at it pick names too    face_with_tears_of_joy   face_with_tears_of_joy   face_with_tears_of_joy,1
i  ll buy this baby if the price is below   600   highly unlikely semurah tu   considering the design   httpurl,0
that  s enough internet for tonight  smiling_face_with_heart eyes  httpurl,1
stult  s report   our problems are mostly behind us   what we have to do now is fight the solutions,0
rt    this      shit is making self harm look like a fuckin joke   how do you think it makes the people who rea,1
does   make others want to be around you,1
rt    nooooo rip luke_is_a_penguin  loudly_crying_face   loudly_crying_face   loudly_crying_face    via    5sosaddxcts   httpurl,1
hey keith keller thanks for the follow,0
trump says he never mocked a disabled reporter   here  s the video showing he did   httpurl meryl streep for president,0
welp   i  m powerless,1
slow down they do n t love you like i love you,0
rt    see olympian  in  to end mental health stigma on  day httpurl ht,1
rt    i do n t hate people who eat animals   i just hate that they eat animals   there is a difference,1
andrew mcgillivray is now following me on twitter   thank you andrew mcgillivray   say hello     httpurl httpurl,0
rt    some of our greatest success stories have been of children that would have been banned for bad behaviour if i had listene,1
you deserve all the happiness in the world baby   sparkles   yellow_heart   dizzy   httpurl,0
always good catching up with  today   great guy   better brother  raised_fist,1
oh how the mighty has fallen,0
actually   me in everything,0
phil   andy   others have wanted to cater to the alt right for some time   joe scarborough is good example     msnbc       httpurl,0
oh shit httpurl,0
adding the most interactive tweeps and unfollowing inactives using tweepi  s geeky twitter tools   httpurl,1
jesus fucking christ     22 50 for rothman blues   i  ll have to stop smoking next year,0
fuck why would djax not be back there,1
rt    in last 5 mins kd   who was awesome for 3 5 quarters   had 0 points and fell down on the final possession   ooohweee let th,0
the kids doing their naplan testing this week make more sense than the budget or any politician,1
ask me a question httpurl   m,1
ons   orthopaedic httpurl,0
growing_heart  this     tears for fears   head over heels httpurl,1
are you insane like me   and in pain like me     halsey,1
allan  s gardeners httpurl,0
conversion  banned by  administration   httpurl,1
why even waste your energy on those people,1
oh sweet mama   i forgot my apple id and the email thats associated with it nfsfasvsndanfad,0
i   dont   sleep,0
rt    i really really like yong paytforluckysun,0
he will only let himself be saved if she also saves herself   httpurl,0
after son  s suicide   milwaukee   wisconsin mother battles depression  s stigma   wuwm   conquer depression   httpurl,1
omfg its actually on time,1
rt         s going on tour   peep the dates to find out when the   i decided   tour is pullin up to your city   httpurl,0
i slept almost 12 hours and i  m still tired why,0
wait is catfish on right now,1
user   shawsmiles httpurl,0
rt    wait til ppl upset about one lion hear what we  re doing to millions of factory farmed pigs   chickens     cows daily   look,1
love,1
bearcom httpurl,0
rt    marco or christian   wearepayting foryong,0
good morning   friend    d would you like some coffee,1
i love that this audio is continuously being put to the best use,0
i want the fame level 1d have  grinning_face_with_sweat,1
sciles,0
want to improve    httpurl,1
neutral_face  looks toxic,1
yes less shit is good   hopefully i  m not running the sale solo like last week,1
it  s no surprise you  re an animal lover   you  re a very loving person who just happens to look drop dead gorgeous,0
if a female does n t become a nutjob   instead of a month into a relationship     chances of longevity increase by 400,1
